"obs","w1_type","est","true","fd_z"
"full observability","binary key explanatory variable",0.392838,0.392832,0.409234
"full observability","binary key explanatory variable",-0.905325,-0.905325,-0.799816
"full observability","binary key explanatory variable",0.720641,0.720592,-0.44065
"full observability","binary key explanatory variable",0.413741,0.413731,0.141616
"full observability","binary key explanatory variable",0.468807,0.468816,0.432007
"full observability","binary key explanatory variable",0.446583,0.446569,-0.550445
"full observability","binary key explanatory variable",-0.241222,-0.241215,-0.410789
"full observability","binary key explanatory variable",-0.140996,-0.141004,0.483858
"full observability","binary key explanatory variable",-0.28343,-0.28337,-0.289711
"full observability","binary key explanatory variable",0.420167,0.420122,-0.338319
"full observability","binary key explanatory variable",0.449713,0.449701,0.334869
"full observability","binary key explanatory variable",-0.74903,-0.749065,-0.328194
"full observability","binary key explanatory variable",0.2953,0.295314,-0.116284
"full observability","binary key explanatory variable",-0.267188,-0.267168,-0.320389
"full observability","binary key explanatory variable",0.468389,0.468429,0.484237
"full observability","binary key explanatory variable",-0.35412,-0.354122,-0.644734
"full observability","binary key explanatory variable",0.0734005,0.073388,0.540648
"full observability","binary key explanatory variable",-0.493364,-0.493368,-0.153762
"full observability","binary key explanatory variable",-0.59496,-0.594986,-0.290671
"full observability","binary key explanatory variable",-0.697053,-0.697051,0.406334
"full observability","binary key explanatory variable",0.189259,0.189191,0.554247
"full observability","binary key explanatory variable",0.402324,0.402344,-0.461256
"full observability","binary key explanatory variable",0.91379,0.913786,-0.0799335
"full observability","binary key explanatory variable",0.710906,0.71091,0.443003
"full observability","binary key explanatory variable",-0.290958,-0.290972,-0.388851
"full observability","binary key explanatory variable",-0.247743,-0.247734,-0.569018
"full observability","binary key explanatory variable",0.437873,0.437868,0.523812
"full observability","binary key explanatory variable",0.633423,0.633413,-0.161646
"full observability","binary key explanatory variable",0.317836,0.317811,0.35434
"full observability","binary key explanatory variable",-0.648281,-0.648247,0.37582
"full observability","binary key explanatory variable",0.181401,0.181426,-0.503769
"full observability","binary key explanatory variable",0.391405,0.391381,-0.505105
"full observability","binary key explanatory variable",-0.893696,-0.893701,0.272783
"full observability","binary key explanatory variable",0.165114,0.165174,-0.150038
"full observability","binary key explanatory variable",-0.651667,-0.651685,-0.665571
"full observability","binary key explanatory variable",0.463745,0.463749,0.316005
"full observability","binary key explanatory variable",-0.514718,-0.514783,-0.121562
"full observability","binary key explanatory variable",-0.0777661,-0.077794,-0.338668
"full observability","binary key explanatory variable",0.617562,0.617557,0.52839
"full observability","binary key explanatory variable",-0.349008,-0.348999,0.242224
"full observability","binary key explanatory variable",0.448567,0.448608,-0.537757
"full observability","binary key explanatory variable",-0.275539,-0.275558,-0.244222
"full observability","binary key explanatory variable",-0.654579,-0.654566,0.447506
"full observability","binary key explanatory variable",-0.292992,-0.293033,-0.400211
"full observability","binary key explanatory variable",-0.649481,-0.649462,-0.191019
"full observability","binary key explanatory variable",0.476588,0.476584,-0.153074
"full observability","binary key explanatory variable",-0.1138,-0.113816,0.507093
"full observability","binary key explanatory variable",-0.403587,-0.403642,0.121542
"full observability","binary key explanatory variable",-0.680968,-0.680995,-0.492066
"full observability","binary key explanatory variable",-0.801667,-0.80168,0.593924
"full observability","binary key explanatory variable",0.532272,0.532292,-0.18205
"full observability","binary key explanatory variable",0.109501,0.109451,0.464458
"full observability","binary key explanatory variable",0.431535,0.431539,0.343421
"full observability","binary key explanatory variable",-0.923115,-0.923145,0.222958
"full observability","binary key explanatory variable",-0.439395,-0.439376,-0.453179
"full observability","binary key explanatory variable",-0.454141,-0.454066,0.228523
"full observability","binary key explanatory variable",0.308241,0.308233,-0.55867
"full observability","binary key explanatory variable",-0.725785,-0.725791,-0.40807
"full observability","binary key explanatory variable",-0.551871,-0.551916,-0.179489
"full observability","binary key explanatory variable",0.0770227,0.0770106,-0.364811
"full observability","binary key explanatory variable",-0.62873,-0.628756,0.541946
"full observability","binary key explanatory variable",-0.658412,-0.658411,0.579772
"full observability","binary key explanatory variable",-0.424185,-0.42419,-0.16772
"full observability","binary key explanatory variable",-0.788853,-0.788844,0.594073
"full observability","binary key explanatory variable",-0.49452,-0.494537,-0.475364
"full observability","binary key explanatory variable",0.503148,0.503143,-0.297018
"full observability","binary key explanatory variable",0.430397,0.430346,-0.411768
"full observability","binary key explanatory variable",0.752446,0.752484,0.266139
"full observability","binary key explanatory variable",0.442008,0.442026,0.421661
"full observability","binary key explanatory variable",-0.441084,-0.441091,0.650994
"full observability","binary key explanatory variable",0.227321,0.227347,0.569178
"full observability","binary key explanatory variable",-0.448971,-0.448967,0.335244
"full observability","binary key explanatory variable",-0.478825,-0.478824,0.157006
"full observability","binary key explanatory variable",-0.793706,-0.793716,0.193075
"full observability","binary key explanatory variable",0.788869,0.788864,-0.355961
"full observability","binary key explanatory variable",-0.194879,-0.194842,0.132735
"full observability","binary key explanatory variable",0.290216,0.290216,0.221947
"full observability","binary key explanatory variable",-0.27617,-0.276135,0.370084
"full observability","binary key explanatory variable",0.774379,0.774376,0.48358
"full observability","binary key explanatory variable",-0.551433,-0.551419,-0.555417
"full observability","binary key explanatory variable",-0.689894,-0.689876,-0.406634
"full observability","binary key explanatory variable",0.387238,0.387238,-0.464619
"full observability","binary key explanatory variable",-0.337632,-0.337616,0.352271
"full observability","binary key explanatory variable",-0.433101,-0.433116,-0.229531
"full observability","binary key explanatory variable",0.205711,0.205747,0.34119
"full observability","binary key explanatory variable",0.581596,0.581645,0.489684
"full observability","binary key explanatory variable",0.615879,0.615907,-0.239155
"full observability","binary key explanatory variable",0.472518,0.472502,-0.290619
"full observability","binary key explanatory variable",-0.380325,-0.380326,-0.334129
"full observability","binary key explanatory variable",-0.220384,-0.220377,0.287281
"full observability","binary key explanatory variable",0.132664,0.132635,-0.278799
"full observability","binary key explanatory variable",0.753635,0.75361,-0.537557
"full observability","binary key explanatory variable",0.844924,0.844909,-0.421509
"full observability","binary key explanatory variable",0.286763,0.286779,-0.350188
"full observability","binary key explanatory variable",-0.899029,-0.899036,-0.283687
"full observability","binary key explanatory variable",-0.557105,-0.557127,-0.0542101
"full observability","binary key explanatory variable",0.458065,0.45806,-0.454129
"full observability","binary key explanatory variable",0.465441,0.465419,-0.285533
"full observability","binary key explanatory variable",-0.660615,-0.660619,0.288442
"full observability","binary key explanatory variable",0.349175,0.34918,-0.398705
"full observability","binary key explanatory variable",-0.694916,-0.694911,0.0714739
"full observability","binary key explanatory variable",-0.327233,-0.327255,0.502705
"full observability","binary key explanatory variable",0.881455,0.881438,-0.310415
"full observability","binary key explanatory variable",-0.68917,-0.689169,-0.494591
"full observability","binary key explanatory variable",-0.332163,-0.332167,-0.0766632
"full observability","binary key explanatory variable",0.557311,0.557276,-0.330195
"full observability","binary key explanatory variable",0.213211,0.21324,0.473387
"full observability","binary key explanatory variable",0.442259,0.442237,-0.712063
"full observability","binary key explanatory variable",0.554545,0.554568,-0.425426
"full observability","binary key explanatory variable",0.358925,0.358909,0.30968
"full observability","binary key explanatory variable",-0.560547,-0.560573,-0.317583
"full observability","binary key explanatory variable",0.987103,0.987102,0.356645
"full observability","binary key explanatory variable",0.379271,0.379265,0.145713
"full observability","binary key explanatory variable",0.827552,0.827552,-0.241757
"full observability","binary key explanatory variable",0.209955,0.209885,0.349492
"full observability","binary key explanatory variable",-0.450121,-0.450081,0.395048
"full observability","binary key explanatory variable",0.760072,0.760102,0.598582
"full observability","binary key explanatory variable",0.33331,0.333332,-0.0986636
"full observability","binary key explanatory variable",0.477676,0.477689,-0.219749
"full observability","binary key explanatory variable",0.346361,0.346387,-0.702626
"full observability","binary key explanatory variable",0.609854,0.609904,-0.213363
"full observability","binary key explanatory variable",-0.471828,-0.471821,-0.281608
"full observability","binary key explanatory variable",-0.426009,-0.426048,-0.47455
"full observability","binary key explanatory variable",0.555668,0.55569,-0.650301
"full observability","binary key explanatory variable",0.377487,0.377486,0.466141
"full observability","binary key explanatory variable",0.558692,0.558674,-0.764752
"full observability","binary key explanatory variable",-0.477318,-0.477285,0.215169
"full observability","binary key explanatory variable",0.100265,0.100275,-0.283503
"full observability","binary key explanatory variable",0.704105,0.70413,0.118507
"full observability","binary key explanatory variable",-0.414196,-0.41418,0.470333
"full observability","binary key explanatory variable",0.595679,0.595659,0.121454
"full observability","binary key explanatory variable",-0.784683,-0.784687,-0.603792
"full observability","binary key explanatory variable",0.209521,0.209553,0.516551
"full observability","binary key explanatory variable",-0.525289,-0.52529,0.692078
"full observability","binary key explanatory variable",0.199451,0.19951,-0.269153
"full observability","binary key explanatory variable",-0.185085,-0.185072,-0.27075
"full observability","binary key explanatory variable",-0.460061,-0.46004,0.291493
"full observability","binary key explanatory variable",-0.11749,-0.117507,0.529473
"full observability","binary key explanatory variable",0.609186,0.609169,0.0892718
"full observability","binary key explanatory variable",0.278454,0.278447,0.60855
"full observability","binary key explanatory variable",0.436101,0.436145,0.263565
"full observability","binary key explanatory variable",-0.417524,-0.417511,-0.180781
"full observability","binary key explanatory variable",0.359252,0.359245,0.172728
"full observability","binary key explanatory variable",-0.235166,-0.235169,-0.385322
"full observability","binary key explanatory variable",0.79737,0.797376,-0.263728
"full observability","binary key explanatory variable",0.504426,0.504436,0.547961
"full observability","binary key explanatory variable",-0.182317,-0.182307,-0.186652
"full observability","binary key explanatory variable",0.258404,0.258423,0.221768
"full observability","binary key explanatory variable",-0.655557,-0.655568,0.313294
"full observability","binary key explanatory variable",0.236135,0.236126,0.110609
"full observability","binary key explanatory variable",-0.955571,-0.955559,0.380736
"full observability","binary key explanatory variable",-0.549989,-0.549954,0.135793
"full observability","binary key explanatory variable",0.514315,0.514344,-0.445614
"full observability","binary key explanatory variable",0.423086,0.423059,-0.289906
"full observability","binary key explanatory variable",-0.202152,-0.202155,-0.152369
"full observability","binary key explanatory variable",0.29702,0.296999,-0.255551
"full observability","binary key explanatory variable",0.409755,0.409764,-0.291769
"full observability","binary key explanatory variable",0.415958,0.415929,-0.402699
"full observability","binary key explanatory variable",0.868706,0.868731,-0.417375
"full observability","binary key explanatory variable",-0.159501,-0.159497,-0.0964166
"full observability","binary key explanatory variable",-0.331814,-0.331803,0.511895
"full observability","binary key explanatory variable",-0.150583,-0.150568,-0.633949
"full observability","binary key explanatory variable",-0.551506,-0.55155,-0.204343
"full observability","binary key explanatory variable",-0.344412,-0.344392,-0.355903
"full observability","binary key explanatory variable",-0.77957,-0.779555,0.344466
"full observability","binary key explanatory variable",-0.530056,-0.530046,0.276179
"full observability","binary key explanatory variable",-0.407109,-0.407105,0.610336
"full observability","binary key explanatory variable",-0.72734,-0.727313,0.29693
"full observability","binary key explanatory variable",0.379996,0.380014,-0.28629
"full observability","binary key explanatory variable",0.544853,0.544884,-0.174891
"full observability","binary key explanatory variable",0.776319,0.776291,0.19159
"full observability","binary key explanatory variable",0.483871,0.483822,0.169788
"full observability","binary key explanatory variable",-0.566076,-0.566072,-0.235727
"full observability","binary key explanatory variable",0.55116,0.551166,0.278214
"full observability","binary key explanatory variable",0.735977,0.735961,-0.232812
"full observability","binary key explanatory variable",0.583533,0.583522,-0.418373
"full observability","binary key explanatory variable",0.666708,0.666683,-0.513888
"full observability","binary key explanatory variable",0.55361,0.553642,0.300282
"full observability","binary key explanatory variable",-0.226621,-0.226602,-0.420114
"full observability","binary key explanatory variable",0.587915,0.587898,-0.738259
"full observability","binary key explanatory variable",-0.774976,-0.774983,-0.229629
"full observability","binary key explanatory variable",-0.648594,-0.648599,-0.323884
"full observability","binary key explanatory variable",-0.685482,-0.685473,0.683116
"full observability","binary key explanatory variable",0.401353,0.401325,0.235952
"full observability","binary key explanatory variable",-0.867722,-0.867716,0.319652
"full observability","binary key explanatory variable",-0.422936,-0.422904,-0.255835
"full observability","binary key explanatory variable",-0.24458,-0.244578,-0.187363
"full observability","binary key explanatory variable",0.517424,0.51743,-0.496112
"full observability","binary key explanatory variable",0.167191,0.167166,-0.196838
"full observability","binary key explanatory variable",-0.524023,-0.524018,0.2062
"full observability","binary key explanatory variable",0.859265,0.859279,0.336231
"full observability","binary key explanatory variable",0.233886,0.233849,0.268039
"full observability","binary key explanatory variable",0.491528,0.491516,0.109233
"full observability","binary key explanatory variable",0.674242,0.674292,-0.279599
"full observability","binary key explanatory variable",-0.134045,-0.134071,-0.337778
"full observability","binary key explanatory variable",-0.586541,-0.586591,-0.386856
"full observability","binary key explanatory variable",-0.344491,-0.344434,-0.109309
"full observability","binary key explanatory variable",0.467428,0.467395,0.223869
"full observability","binary key explanatory variable",0.942184,0.942191,-0.112372
"full observability","binary key explanatory variable",-0.933058,-0.933053,0.321912
"full observability","binary key explanatory variable",-0.505686,-0.505696,-0.355517
"full observability","binary key explanatory variable",0.435679,0.435668,-0.261823
"full observability","binary key explanatory variable",0.213428,0.213412,0.331629
"full observability","binary key explanatory variable",-0.293249,-0.293282,0.55974
"full observability","binary key explanatory variable",-0.808759,-0.808773,-0.175253
"full observability","binary key explanatory variable",0.70173,0.701707,-0.159312
"full observability","binary key explanatory variable",-0.678793,-0.678756,-0.1826
"full observability","binary key explanatory variable",-0.728298,-0.728307,-0.124674
"full observability","binary key explanatory variable",-0.193865,-0.193909,-0.356692
"full observability","binary key explanatory variable",-0.366112,-0.366146,0.575328
"full observability","binary key explanatory variable",-0.714251,-0.714218,-0.46513
"full observability","binary key explanatory variable",0.410933,0.410909,0.31566
"full observability","binary key explanatory variable",-0.21154,-0.211533,-0.364652
"full observability","binary key explanatory variable",0.420044,0.420069,0.390052
"full observability","binary key explanatory variable",0.486205,0.486183,0.487321
"full observability","binary key explanatory variable",0.297837,0.297857,-0.421065
"full observability","binary key explanatory variable",-0.258577,-0.258588,0.316203
"full observability","binary key explanatory variable",0.412443,0.412473,0.394912
"full observability","binary key explanatory variable",0.702976,0.702938,0.50885
"full observability","binary key explanatory variable",-0.0231509,-0.0231203,-0.23775
"full observability","binary key explanatory variable",0.347408,0.347449,-0.499114
"full observability","binary key explanatory variable",0.0366864,0.0366602,-0.572328
"full observability","binary key explanatory variable",-0.445134,-0.445206,-0.428255
"full observability","binary key explanatory variable",-0.477601,-0.477626,-0.306206
"full observability","binary key explanatory variable",0.558599,0.558629,0.395312
"full observability","binary key explanatory variable",-0.507878,-0.507878,0.523708
"partial observability","binary key explanatory variable",-0.820766,-0.532462,0.376648
"partial observability","binary key explanatory variable",0.0677897,0.108474,-0.555662
"partial observability","binary key explanatory variable",-0.313365,-0.299751,-0.274752
"partial observability","binary key explanatory variable",-0.268305,0.379694,-0.123694
"partial observability","binary key explanatory variable",-0.878543,-0.680037,0.547016
"partial observability","binary key explanatory variable",0.9626,0.226317,-0.296738
"partial observability","binary key explanatory variable",-0.935571,-0.532975,-0.182036
"partial observability","binary key explanatory variable",-0.34089,-0.386838,-0.452538
"partial observability","binary key explanatory variable",0.552909,0.555515,-0.155372
"partial observability","binary key explanatory variable",-0.062798,-0.425343,-0.366522
"partial observability","binary key explanatory variable",-0.23806,-0.424336,0.384101
"partial observability","binary key explanatory variable",0.857054,0.501256,-0.35187
"partial observability","binary key explanatory variable",-0.558808,-0.527249,-0.51849
"partial observability","binary key explanatory variable",0.367791,0.411998,-0.395074
"partial observability","binary key explanatory variable",0.617859,0.594935,-0.245285
"partial observability","binary key explanatory variable",-0.242606,0.611993,-0.238303
"partial observability","binary key explanatory variable",0.868155,0.898046,0.42223
"partial observability","binary key explanatory variable",-0.407313,-0.289035,-0.525033
"partial observability","binary key explanatory variable",0.0902088,-0.412503,0.156821
"partial observability","binary key explanatory variable",-0.577547,-0.658149,0.351607
"partial observability","binary key explanatory variable",0.233408,-0.79731,0.381337
"partial observability","binary key explanatory variable",-0.227771,0.925101,0.304255
"partial observability","binary key explanatory variable",-0.663943,-0.968639,-0.627987
"partial observability","binary key explanatory variable",-0.159038,-0.123931,0.828308
"partial observability","binary key explanatory variable",-0.594476,-0.499803,0.22562
"partial observability","binary key explanatory variable",0.542366,0.501666,0.654002
"partial observability","binary key explanatory variable",0.117115,0.574333,0.546384
"partial observability","binary key explanatory variable",-0.0131293,0.857602,0.238035
"partial observability","binary key explanatory variable",0.797492,0.76977,-0.484982
"partial observability","binary key explanatory variable",-0.84235,-0.918867,-0.462941
"partial observability","binary key explanatory variable",0.268005,0.461267,-0.359784
"partial observability","binary key explanatory variable",0.715763,0.656487,0.391598
"partial observability","binary key explanatory variable",-0.207122,-0.264228,0.371949
"partial observability","binary key explanatory variable",-0.630529,-0.208255,0.317699
"partial observability","binary key explanatory variable",-0.2664,-0.566323,0.387289
"partial observability","binary key explanatory variable",-0.644194,-0.528549,0.388716
"partial observability","binary key explanatory variable",0.730779,0.672975,-0.154983
"partial observability","binary key explanatory variable",0.43876,0.68912,-0.618599
"partial observability","binary key explanatory variable",0.184311,-0.641289,-0.312525
"partial observability","binary key explanatory variable",0.270875,0.494338,0.143132
"partial observability","binary key explanatory variable",-0.935247,-0.884185,-0.704527
"partial observability","binary key explanatory variable",-0.108703,-0.559654,-0.0252575
"partial observability","binary key explanatory variable",0.0511313,0.332014,-0.196354
"partial observability","binary key explanatory variable",0.377252,0.86201,0.304665
"partial observability","binary key explanatory variable",0.689931,0.52019,0.43198
"partial observability","binary key explanatory variable",0.613384,0.621782,0.0875699
"partial observability","binary key explanatory variable",-0.599529,-0.722094,0.463162
"partial observability","binary key explanatory variable",0.942368,0.684553,0.250459
"partial observability","binary key explanatory variable",-0.50877,0.0687816,0.212362
"partial observability","binary key explanatory variable",-0.344394,-0.753748,0.405593
"partial observability","binary key explanatory variable",-0.381306,-0.180519,-0.356871
"partial observability","binary key explanatory variable",0.122308,0.304928,-0.191631
"partial observability","binary key explanatory variable",0.372344,0.300815,0.360942
"partial observability","binary key explanatory variable",-0.61724,-0.533264,-0.308012
"partial observability","binary key explanatory variable",0.417106,0.458174,-0.372855
"partial observability","binary key explanatory variable",0.413215,0.457819,0.643551
"partial observability","binary key explanatory variable",0.0791194,0.477304,-0.257462
"partial observability","binary key explanatory variable",0.402092,0.302116,-0.0857912
"partial observability","binary key explanatory variable",-0.371212,-0.465794,-0.391303
"partial observability","binary key explanatory variable",-0.592668,-0.84495,0.175706
"partial observability","binary key explanatory variable",-0.0679766,-0.656012,-0.35084
"partial observability","binary key explanatory variable",0.654244,0.459267,0.505392
"partial observability","binary key explanatory variable",0.0176741,0.138233,-0.158744
"partial observability","binary key explanatory variable",0.380778,0.322358,-0.620125
"partial observability","binary key explanatory variable",0.82363,0.830923,-0.645626
"partial observability","binary key explanatory variable",0.694588,0.622843,-0.327361
"partial observability","binary key explanatory variable",-0.747108,-0.297188,0.13272
"partial observability","binary key explanatory variable",0.0820891,0.335933,-0.323962
"partial observability","binary key explanatory variable",0.0755236,0.640115,0.229326
"partial observability","binary key explanatory variable",0.460941,0.822132,-0.521578
"partial observability","binary key explanatory variable",0.798271,0.812723,-0.578933
"partial observability","binary key explanatory variable",0.315312,-0.804303,0.305016
"partial observability","binary key explanatory variable",0.891484,0.76175,-0.47643
"partial observability","binary key explanatory variable",-0.344106,-0.256751,-0.239708
"partial observability","binary key explanatory variable",0.134989,-0.609408,0.56442
"partial observability","binary key explanatory variable",-0.413973,-0.322193,-0.641013
"partial observability","binary key explanatory variable",0.865328,0.620007,-0.235607
"partial observability","binary key explanatory variable",-0.223339,-0.137768,0.3492
"partial observability","binary key explanatory variable",-0.193282,-0.272065,-0.644804
"partial observability","binary key explanatory variable",-0.251922,0.677796,-0.413097
"partial observability","binary key explanatory variable",0.527941,0.243984,0.378475
"partial observability","binary key explanatory variable",0.348549,0.543011,0.539519
"partial observability","binary key explanatory variable",-0.579999,-0.662614,0.315858
"partial observability","binary key explanatory variable",2.34261e-10,-0.716434,-0.582459
"partial observability","binary key explanatory variable",-0.00283166,-0.297906,-0.31646
"partial observability","binary key explanatory variable",-0.553244,-0.721189,0.153635
"partial observability","binary key explanatory variable",-0.329617,-0.341164,-0.38506
"partial observability","binary key explanatory variable",0.433089,0.521974,0.387339
"partial observability","binary key explanatory variable",0.110556,-0.740911,0.323835
"partial observability","binary key explanatory variable",-7.21809e-11,0.542638,-0.378803
"partial observability","binary key explanatory variable",-0.441355,-0.600345,-0.287672
"partial observability","binary key explanatory variable",-0.0401081,-0.757321,0.198215
"partial observability","binary key explanatory variable",0.97832,0.956855,-0.475159
"partial observability","binary key explanatory variable",0.400497,0.25278,0.0508691
"partial observability","binary key explanatory variable",-0.210095,-0.563388,0.278749
"partial observability","binary key explanatory variable",-0.350457,-0.554868,-0.456063
"partial observability","binary key explanatory variable",0.539629,0.462543,-0.437895
"partial observability","binary key explanatory variable",0.316653,0.363241,0.2358
"partial observability","binary key explanatory variable",-0.855618,-0.780441,0.316959
"partial observability","binary key explanatory variable",0.281133,0.4768,-0.33491
"partial observability","binary key explanatory variable",0.316238,-0.0825161,0.19148
"partial observability","binary key explanatory variable",-0.639422,-0.391257,-0.299202
"partial observability","binary key explanatory variable",0.206225,0.309429,0.592519
"partial observability","binary key explanatory variable",-0.478568,-0.837538,0.282524
"partial observability","binary key explanatory variable",-0.263361,-0.269123,-0.554724
"partial observability","binary key explanatory variable",0.0797294,0.198637,0.315479
"partial observability","binary key explanatory variable",-0.909296,-0.605501,-0.566389
"partial observability","binary key explanatory variable",-0.2004,-0.215064,-0.581296
"partial observability","binary key explanatory variable",-0.451783,-0.759746,0.209509
"partial observability","binary key explanatory variable",-0.51703,-0.546266,0.395534
"partial observability","binary key explanatory variable",0.259987,0.242819,0.272782
"partial observability","binary key explanatory variable",-0.292252,-0.445246,0.277069
"partial observability","binary key explanatory variable",-0.847363,-0.858094,-0.412425
"partial observability","binary key explanatory variable",-0.733365,-0.783939,-0.53526
"partial observability","binary key explanatory variable",0.70105,0.714277,-0.243525
"partial observability","binary key explanatory variable",0.0575889,-0.822421,-0.545895
"partial observability","binary key explanatory variable",-0.323467,-0.415939,-0.569583
"partial observability","binary key explanatory variable",0.0620907,0.216219,-0.384712
"partial observability","binary key explanatory variable",0.324242,0.0945977,-0.510422
"partial observability","binary key explanatory variable",-0.487646,-0.225302,-0.419315
"partial observability","binary key explanatory variable",-0.510487,0.297679,-0.461814
"partial observability","binary key explanatory variable",0.454964,0.378958,0.34375
"partial observability","binary key explanatory variable",0.77207,0.593953,-0.287246
"partial observability","binary key explanatory variable",-0.587076,-0.893454,0.470624
"partial observability","binary key explanatory variable",-0.00450688,-0.329139,-0.186956
"partial observability","binary key explanatory variable",-0.321302,-0.610593,-0.421781
"partial observability","binary key explanatory variable",0.343404,0.289425,0.491959
"partial observability","binary key explanatory variable",-0.136544,0.165076,-0.230052
"partial observability","binary key explanatory variable",-0.346432,-0.609593,0.132188
"partial observability","binary key explanatory variable",0.137631,-0.239717,0.299244
"partial observability","binary key explanatory variable",0.720274,0.151688,-0.152057
"partial observability","binary key explanatory variable",0.0367887,-0.465827,0.194122
"partial observability","binary key explanatory variable",-0.865599,0.222537,-0.228891
"partial observability","binary key explanatory variable",-0.662603,-0.590358,0.450681
"partial observability","binary key explanatory variable",0.304373,0.35676,0.171817
"partial observability","binary key explanatory variable",-0.108181,-0.0790159,0.380026
"partial observability","binary key explanatory variable",-0.679513,-0.816515,0.471123
"partial observability","binary key explanatory variable",-0.80134,-0.761158,-0.397408
"partial observability","binary key explanatory variable",0.0484116,-0.48017,-0.4643
"partial observability","binary key explanatory variable",-0.714776,-0.418847,-0.147424
"partial observability","binary key explanatory variable",0.395348,0.260584,0.380106
"partial observability","binary key explanatory variable",-0.131217,-0.410154,0.520412
"partial observability","binary key explanatory variable",-0.230792,-0.213746,-0.445228
"partial observability","binary key explanatory variable",0.412703,-0.327731,0.399298
"partial observability","binary key explanatory variable",0.862009,0.758367,0.249159
"partial observability","binary key explanatory variable",0.117805,0.422001,0.453908
"partial observability","binary key explanatory variable",0.814239,0.872415,-0.227594
"partial observability","binary key explanatory variable",-0.0333664,-0.564465,-0.116141
"partial observability","binary key explanatory variable",-1.07278e-07,-0.872067,-0.344647
"partial observability","binary key explanatory variable",0.129532,0.29937,0.52685
"partial observability","binary key explanatory variable",-0.22433,-0.283805,0.45516
"partial observability","binary key explanatory variable",0.00113247,0.099652,-0.38606
"partial observability","binary key explanatory variable",-0.668278,-0.970925,0.250406
"partial observability","binary key explanatory variable",-0.0188834,0.582616,0.130338
"partial observability","binary key explanatory variable",-0.60803,-0.586613,0.353972
"partial observability","binary key explanatory variable",0.227824,0.427174,0.378452
"partial observability","binary key explanatory variable",-0.199737,-0.180234,-0.477535
"partial observability","binary key explanatory variable",0.42539,0.189598,0.29191
"partial observability","binary key explanatory variable",0.11325,0.379237,0.224292
"partial observability","binary key explanatory variable",-0.543526,-0.334483,0.383399
"partial observability","binary key explanatory variable",-0.354696,-0.390339,-0.277049
"partial observability","binary key explanatory variable",0.522568,0.328841,0.425406
"partial observability","binary key explanatory variable",-0.656366,-0.0579717,0.43476
"partial observability","binary key explanatory variable",0.820147,0.432553,0.225445
"partial observability","binary key explanatory variable",-0.772134,-0.877932,0.424221
"partial observability","binary key explanatory variable",0.038094,0.539574,0.210851
"partial observability","binary key explanatory variable",0.240561,-0.0894819,-0.457226
"partial observability","binary key explanatory variable",0.210756,0.607808,0.669441
"partial observability","binary key explanatory variable",-0.986712,-0.942106,-0.411103
"partial observability","binary key explanatory variable",0.22452,-0.202143,-0.125058
"partial observability","binary key explanatory variable",-0.385841,-0.465072,-0.266475
"partial observability","binary key explanatory variable",-0.180971,0.186686,0.238602
"partial observability","binary key explanatory variable",-0.273319,-0.24944,-0.418461
"partial observability","binary key explanatory variable",-0.218285,-0.0533022,-0.25237
"partial observability","binary key explanatory variable",-0.038597,0.370706,0.141508
"partial observability","binary key explanatory variable",0.278912,-0.287617,-0.318842
"partial observability","binary key explanatory variable",-0.734273,0.351265,-0.0893657
"partial observability","binary key explanatory variable",0.737274,0.475488,-0.235041
"partial observability","binary key explanatory variable",0.320013,0.674194,-0.247471
"partial observability","binary key explanatory variable",-0.390972,-0.371651,-0.478019
"partial observability","binary key explanatory variable",-0.185105,-0.261918,-0.639263
"partial observability","binary key explanatory variable",-0.557392,-0.272819,0.167175
"partial observability","binary key explanatory variable",0.667169,0.631358,-0.363988
"partial observability","binary key explanatory variable",-0.239249,-0.10944,0.572174
"partial observability","binary key explanatory variable",0.281115,0.490895,0.298322
"partial observability","binary key explanatory variable",0.760189,0.827095,0.316257
"partial observability","binary key explanatory variable",0.680212,0.566677,0.836587
"partial observability","binary key explanatory variable",0.250867,0.3659,0.578601
"partial observability","binary key explanatory variable",-0.18537,-0.389759,0.256408
"partial observability","binary key explanatory variable",-0.127349,-0.36082,-0.283233
"partial observability","binary key explanatory variable",0.0652385,0.328197,0.501059
"partial observability","binary key explanatory variable",0.0942972,0.210491,-0.221093
"partial observability","binary key explanatory variable",-0.181705,0.386573,0.180078
"partial observability","binary key explanatory variable",0.6273,0.628352,-0.550733
"partial observability","binary key explanatory variable",-0.871858,-0.170015,-0.247537
"partial observability","binary key explanatory variable",0.492537,0.567819,-0.550729
"partial observability","binary key explanatory variable",0.0194472,0.0790845,-0.165386
"partial observability","binary key explanatory variable",-0.0931919,0.330483,-0.214296
"partial observability","binary key explanatory variable",0.815406,0.736198,0.213995
"partial observability","binary key explanatory variable",0.244705,0.610529,0.208617
"partial observability","binary key explanatory variable",0.0612076,0.183572,0.378168
"partial observability","binary key explanatory variable",-0.571814,0.450789,0.334335
"partial observability","binary key explanatory variable",0.786045,0.62588,0.31639
"partial observability","binary key explanatory variable",0.417061,-0.439992,0.491749
"partial observability","binary key explanatory variable",-0.628367,-0.840324,0.34468
"partial observability","binary key explanatory variable",-0.33781,-0.318293,0.419291
"partial observability","binary key explanatory variable",-0.12653,0.0389171,-0.110534
"partial observability","binary key explanatory variable",-0.18994,-0.457799,-0.368657
